Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir C:\Python36-32\classproject\locale with glob **/*.mo.
Watching dir C:\Python36-32\classproject\onlineapp\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\admin\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\auth\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\contenttypes\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\sessions\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\messages\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\staticfiles\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\debug_toolbar\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\rest_framework\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\rest_framework\authtoken\locale with glob **/*.mo.
(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
(0.016) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None
(0.000) SHOW FULL TABLES; args=None
(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
File C:\Python36-32\lib\site-packages\debug_toolbar\locale\de\LC_MESSAGES\django.mo first seen with mtime 1559870566.4615102
File C:\Python36-32\lib\site-packages\debug_toolbar\locale\en\LC_MESSAGES\django.mo first seen with mtime 1559870566.473484
File C:\Python36-32\lib\site-packages\debug_toolbar\locale\es\LC_MESSAGES\django.mo first seen with mtime 1559870566.4845085
File C:\Python36-32\lib\site-packages\debug_toolbar\locale\fi\LC_MESSAGES\django.mo first seen with mtime 1559870566.4954824
File C:\Python36-32\lib\site-packages\debug_toolbar\locale\fr\LC_MESSAGES\django.mo first seen with mtime 1559870566.5065165
File C:\Python36-32\lib\site-packages\debug_toolbar\locale\he\LC_MESSAGES\django.mo first seen with mtime 1559870566.5295146
File C:\Python36-32\lib\site-packages\debug_toolbar\locale\id\LC_MESSAGES\django.mo first seen with mtime 1559870566.5405421
File C:\Python36-32\lib\site-packages\debug_toolbar\locale\it\LC_MESSAGES\django.mo first seen with mtime 1559870566.5514886
File C:\Python36-32\lib\site-packages\debug_toolbar\locale\nl\LC_MESSAGES\django.mo first seen with mtime 1559870566.5635123
File C:\Python36-32\lib\site-packages\debug_toolbar\locale\pl\LC_MESSAGES\django.mo first seen with mtime 1559870566.574563
File C:\Python36-32\lib\site-packages\debug_toolbar\locale\pt\LC_MESSAGES\django.mo first seen with mtime 1559870566.5855193
File C:\Python36-32\lib\site-packages\debug_toolbar\locale\pt_BR\LC_MESSAGES\django.mo first seen with mtime 1559870566.5955234
File C:\Python36-32\lib\site-packages\debug_toolbar\locale\ru\LC_MESSAGES\django.mo first seen with mtime 1559870566.6075218
File C:\Python36-32\lib\site-packages\debug_toolbar\locale\sk\LC_MESSAGES\django.mo first seen with mtime 1559870566.6196651
File C:\Python36-32\lib\site-packages\debug_toolbar\locale\sv_SE\LC_MESSAGES\django.mo first seen with mtime 1559870566.6296668
File C:\Python36-32\lib\site-packages\debug_toolbar\locale\uk\LC_MESSAGES\django.mo first seen with mtime 1559870566.6406744
File C:\Python36-32\lib\site-packages\debug_toolbar\locale\zh_CN\LC_MESSAGES\django.mo first seen with mtime 1559870566.6516027
File C:\Python36-32\lib\site-packages\rest_framework\locale\ach\LC_MESSAGES\django.mo first seen with mtime 1560330158.727916
File C:\Python36-32\lib\site-packages\rest_framework\locale\ar\LC_MESSAGES\django.mo first seen with mtime 1560330158.7435753
File C:\Python36-32\lib\site-packages\rest_framework\locale\be\LC_MESSAGES\django.mo first seen with mtime 1560330158.7591684
File C:\Python36-32\lib\site-packages\rest_framework\locale\ca\LC_MESSAGES\django.mo first seen with mtime 1560330158.7591684
File C:\Python36-32\lib\site-packages\rest_framework\locale\ca_ES\LC_MESSAGES\django.mo first seen with mtime 1560330158.774794
File C:\Python36-32\lib\site-packages\rest_framework\locale\cs\LC_MESSAGES\django.mo first seen with mtime 1560330158.7904222
File C:\Python36-32\lib\site-packages\rest_framework\locale\da\LC_MESSAGES\django.mo first seen with mtime 1560330158.82167
File C:\Python36-32\lib\site-packages\rest_framework\locale\de\LC_MESSAGES\django.mo first seen with mtime 1560330158.82167
File C:\Python36-32\lib\site-packages\rest_framework\locale\el\LC_MESSAGES\django.mo first seen with mtime 1560330158.8372927
File C:\Python36-32\lib\site-packages\rest_framework\locale\el_GR\LC_MESSAGES\django.mo first seen with mtime 1560330158.852916
File C:\Python36-32\lib\site-packages\rest_framework\locale\en\LC_MESSAGES\django.mo first seen with mtime 1560330158.852916
File C:\Python36-32\lib\site-packages\rest_framework\locale\en_AU\LC_MESSAGES\django.mo first seen with mtime 1560330158.8685758
File C:\Python36-32\lib\site-packages\rest_framework\locale\en_CA\LC_MESSAGES\django.mo first seen with mtime 1560330158.8841662
File C:\Python36-32\lib\site-packages\rest_framework\locale\en_US\LC_MESSAGES\django.mo first seen with mtime 1560330158.8998451
File C:\Python36-32\lib\site-packages\rest_framework\locale\es\LC_MESSAGES\django.mo first seen with mtime 1560330158.8998451
File C:\Python36-32\lib\site-packages\rest_framework\locale\et\LC_MESSAGES\django.mo first seen with mtime 1560330158.915423
File C:\Python36-32\lib\site-packages\rest_framework\locale\fa\LC_MESSAGES\django.mo first seen with mtime 1560330158.931119
File C:\Python36-32\lib\site-packages\rest_framework\locale\fa_IR\LC_MESSAGES\django.mo first seen with mtime 1560330158.931119
File C:\Python36-32\lib\site-packages\rest_framework\locale\fi\LC_MESSAGES\django.mo first seen with mtime 1560330158.946725
File C:\Python36-32\lib\site-packages\rest_framework\locale\fr\LC_MESSAGES\django.mo first seen with mtime 1560330158.9622905
File C:\Python36-32\lib\site-packages\rest_framework\locale\fr_CA\LC_MESSAGES\django.mo first seen with mtime 1560330158.9779167
File C:\Python36-32\lib\site-packages\rest_framework\locale\gl\LC_MESSAGES\django.mo first seen with mtime 1560330158.9935756
File C:\Python36-32\lib\site-packages\rest_framework\locale\gl_ES\LC_MESSAGES\django.mo first seen with mtime 1560330159.0248704
File C:\Python36-32\lib\site-packages\rest_framework\locale\he_IL\LC_MESSAGES\django.mo first seen with mtime 1560330159.0412643
File C:\Python36-32\lib\site-packages\rest_framework\locale\hu\LC_MESSAGES\django.mo first seen with mtime 1560330159.0533419
File C:\Python36-32\lib\site-packages\rest_framework\locale\id\LC_MESSAGES\django.mo first seen with mtime 1560330159.065266
File C:\Python36-32\lib\site-packages\rest_framework\locale\it\LC_MESSAGES\django.mo first seen with mtime 1560330159.0812643
File C:\Python36-32\lib\site-packages\rest_framework\locale\ja\LC_MESSAGES\django.mo first seen with mtime 1560330159.08939
File C:\Python36-32\lib\site-packages\rest_framework\locale\ko_KR\LC_MESSAGES\django.mo first seen with mtime 1560330159.105013
File C:\Python36-32\lib\site-packages\rest_framework\locale\lv\LC_MESSAGES\django.mo first seen with mtime 1560330159.105013
File C:\Python36-32\lib\site-packages\rest_framework\locale\mk\LC_MESSAGES\django.mo first seen with mtime 1560330159.120638
File C:\Python36-32\lib\site-packages\rest_framework\locale\nb\LC_MESSAGES\django.mo first seen with mtime 1560330159.1362631
File C:\Python36-32\lib\site-packages\rest_framework\locale\nl\LC_MESSAGES\django.mo first seen with mtime 1560330159.1518888
File C:\Python36-32\lib\site-packages\rest_framework\locale\nn\LC_MESSAGES\django.mo first seen with mtime 1560330159.1675193
File C:\Python36-32\lib\site-packages\rest_framework\locale\no\LC_MESSAGES\django.mo first seen with mtime 1560330159.1675193
File C:\Python36-32\lib\site-packages\rest_framework\locale\pl\LC_MESSAGES\django.mo first seen with mtime 1560330159.1831381
File C:\Python36-32\lib\site-packages\rest_framework\locale\pt\LC_MESSAGES\django.mo first seen with mtime 1560330159.1987638
File C:\Python36-32\lib\site-packages\rest_framework\locale\pt_BR\LC_MESSAGES\django.mo first seen with mtime 1560330159.2143893
File C:\Python36-32\lib\site-packages\rest_framework\locale\pt_PT\LC_MESSAGES\django.mo first seen with mtime 1560330159.2143893
File C:\Python36-32\lib\site-packages\rest_framework\locale\ro\LC_MESSAGES\django.mo first seen with mtime 1560330159.2300146
File C:\Python36-32\lib\site-packages\rest_framework\locale\ru\LC_MESSAGES\django.mo first seen with mtime 1560330159.2457173
File C:\Python36-32\lib\site-packages\rest_framework\locale\sk\LC_MESSAGES\django.mo first seen with mtime 1560330159.2612638
File C:\Python36-32\lib\site-packages\rest_framework\locale\sl\LC_MESSAGES\django.mo first seen with mtime 1560330159.2769086
File C:\Python36-32\lib\site-packages\rest_framework\locale\sv\LC_MESSAGES\django.mo first seen with mtime 1560330159.2769086
File C:\Python36-32\lib\site-packages\rest_framework\locale\tr\LC_MESSAGES\django.mo first seen with mtime 1560330159.292514
File C:\Python36-32\lib\site-packages\rest_framework\locale\tr_TR\LC_MESSAGES\django.mo first seen with mtime 1560330159.3081393
File C:\Python36-32\lib\site-packages\rest_framework\locale\uk\LC_MESSAGES\django.mo first seen with mtime 1560330159.3237674
File C:\Python36-32\lib\site-packages\rest_framework\locale\vi\LC_MESSAGES\django.mo first seen with mtime 1560330159.3237674
File C:\Python36-32\lib\site-packages\rest_framework\locale\zh_CN\LC_MESSAGES\django.mo first seen with mtime 1560330159.3393922
File C:\Python36-32\lib\site-packages\rest_framework\locale\zh_Hans\LC_MESSAGES\django.mo first seen with mtime 1560330159.3550162
File C:\Python36-32\lib\site-packages\rest_framework\locale\zh_Hant\LC_MESSAGES\django.mo first seen with mtime 1560330159.3706424
File C:\Python36-32\lib\site-packages\rest_framework\locale\zh_TW\LC_MESSAGES\django.mo first seen with mtime 1560330159.3706424
File C:\Python36-32\Lib\site-packages\debug_toolbar\templatetags\__init__.py first seen with mtime 1559870566.9326825
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\__init__.py first seen with mtime 1559798490.3144152
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0011_update_proxy_permissions.py first seen with mtime 1559798490.3124154
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0002_alter_permission_name_max_length.py first seen with mtime 1559798490.225412
File C:\Python36-32\Lib\site-packages\django\templatetags\l10n.py first seen with mtime 1559798516.507269
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0009_alter_user_last_name_max_length.py first seen with mtime 1559798490.3064146
File C:\Python36-32\Lib\site-packages\django\contrib\admin\migrations\0001_initial.py first seen with mtime 1559798488.0092807
File C:\Python36-32\Lib\site-packages\django\core\cache\utils.py first seen with mtime 1559798514.338449
File C:\Python36-32\Lib\site-packages\django\templatetags\cache.py first seen with mtime 1559798516.4712405
File C:\Python36-32\Lib\site-packages\MySQLdb\cursors.py first seen with mtime 1559802013.3456984
File C:\Python36-32\Lib\site-packages\django\contrib\contenttypes\migrations\__init__.py first seen with mtime 1559798491.2984736
File C:\Python36-32\Lib\site-packages\rest_framework\authtoken\migrations\0001_initial.py first seen with mtime 1560330158.7122958
File C:\Python36-32\Lib\site-packages\django\contrib\admin\templatetags\admin_static.py first seen with mtime 1559798488.5533128
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0010_alter_group_name_max_length.py first seen with mtime 1559798490.3094163
File C:\Python36-32\classproject\onlineapp\migrations\0004_teacher.py first seen with mtime 1559836506.2191443
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0007_alter_validators_add_error_messages.py first seen with mtime 1559798490.3014145
File C:\Python36-32\classproject\onlineapp\migrations\0002_student.py first seen with mtime 1559835714.035973
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0006_require_contenttypes_0002.py first seen with mtime 1559798490.298416
File C:\Python36-32\Lib\site-packages\django\contrib\messages\middleware.py first seen with mtime 1559798509.3928144
File C:\Python36-32\Lib\site-packages\django\contrib\sessions\backends\__init__.py first seen with mtime 1559798511.526265
File C:\Python36-32\Lib\site-packages\rest_framework\authtoken\migrations\0002_auto_20160226_1747.py first seen with mtime 1560330158.7122958
File C:\Python36-32\Lib\site-packages\django\middleware\security.py first seen with mtime 1559798516.3413012
File C:\Python36-32\Lib\site-packages\django\contrib\sessions\middleware.py first seen with mtime 1559798511.5142636
File C:\Python36-32\Lib\site-packages\django\db\migrations\recorder.py first seen with mtime 1559798515.235967
File C:\Python36-32\Lib\site-packages\django\contrib\sessions\backends\db.py first seen with mtime 1559798511.5502672
File C:\Python36-32\Lib\site-packages\django\contrib\sessions\migrations\0001_initial.py first seen with mtime 1559798512.720671
File C:\Python36-32\Lib\site-packages\django\contrib\admin\templatetags\base.py first seen with mtime 1559798488.557381
File C:\Python36-32\Lib\site-packages\django\db\migrations\executor.py first seen with mtime 1559798515.170246
File C:\Python36-32\Lib\site-packages\rest_framework\templatetags\__init__.py first seen with mtime 1560330160.24967
File C:\Python36-32\Lib\site-packages\django\contrib\sessions\exceptions.py first seen with mtime 1559798511.5012639
File C:\Python36-32\Lib\site-packages\django\templatetags\tz.py first seen with mtime 1559798516.5122402
File C:\Python36-32\Lib\site-packages\django\db\backends\mysql\compiler.py first seen with mtime 1559798515.0080335
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0001_initial.py first seen with mtime 1559798490.2224114
File C:\Python36-32\classproject\classproject\wsgi.py first seen with mtime 1559833934.9358902
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0004_alter_user_username_opts.py first seen with mtime 1559798490.2934139
File C:\Python36-32\classproject\onlineapp\migrations\0003_mocktest1.py first seen with mtime 1559836130.0250163
File C:\Python36-32\Lib\site-packages\django\contrib\admin\templatetags\log.py first seen with mtime 1559798488.560332
File C:\Python36-32\Lib\site-packages\django\contrib\admin\migrations\__init__.py first seen with mtime 1559798488.0332813
File C:\Python36-32\Lib\site-packages\django\contrib\admin\views\main.py first seen with mtime 1559798488.5703127
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0005_alter_user_last_login_null.py first seen with mtime 1559798490.2964144
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0008_alter_user_username_max_length.py first seen with mtime 1559798490.3044162
File C:\Python36-32\Lib\site-packages\django\contrib\auth\migrations\0003_alter_user_email_max_length.py first seen with mtime 1559798490.2904143
File C:\Python36-32\classproject\onlineapp\migrations\0001_initial.py first seen with mtime 1559835378.2097597
File C:\Python36-32\Lib\site-packages\rest_framework\authtoken\migrations\__init__.py first seen with mtime 1560330158.7122958
File C:\Python36-32\classproject\onlineapp\migrations\__init__.py first seen with mtime 1559834379.6680043
File C:\Python36-32\Lib\site-packages\django\contrib\sessions\migrations\__init__.py first seen with mtime 1559798512.721669
File C:\Python36-32\Lib\site-packages\django\middleware\common.py first seen with mtime 1559798516.2932985
File C:\Python36-32\Lib\site-packages\django\contrib\contenttypes\migrations\0002_remove_content_type_name.py first seen with mtime 1559798491.296476
File C:\Python36-32\Lib\site-packages\django\contrib\sessions\backends\base.py first seen with mtime 1559798511.5292645
File C:\Python36-32\Lib\site-packages\django\middleware\clickjacking.py first seen with mtime 1559798516.291299
File C:\Python36-32\Lib\site-packages\django\contrib\contenttypes\migrations\0001_initial.py first seen with mtime 1559798491.294473
File C:\Python36-32\Lib\site-packages\django\contrib\admin\migrations\0002_logentry_remove_auto_add.py first seen with mtime 1559798488.0132809
File C:\Python36-32\Lib\site-packages\django\contrib\admin\templatetags\admin_modify.py first seen with mtime 1559798488.5503123
File C:\Python36-32\Lib\site-packages\django\contrib\auth\backends.py first seen with mtime 1559798489.327359
File C:\Python36-32\Lib\site-packages\django\contrib\admin\migrations\0003_logentry_add_action_flag_choices.py first seen with mtime 1559798488.0312822
File C:\Python36-32\Lib\site-packages\MySQLdb\connections.py first seen with mtime 1559802013.3376973
File C:\Python36-32\Lib\site-packages\rest_framework\templatetags\rest_framework.py first seen with mtime 1560330160.2652967
File C:\Python36-32\Lib\site-packages\django\db\models\sql\compiler.py first seen with mtime 1559798515.5666897
File C:\Python36-32\Lib\site-packages\django\db\migrations\graph.py first seen with mtime 1559798515.1926143
File C:\Python36-32\Lib\site-packages\django\contrib\admin\templatetags\admin_list.py first seen with mtime 1559798488.5473127
File C:\Python36-32\Lib\site-packages\django\db\migrations\loader.py first seen with mtime 1559798515.2260375
File C:\Python36-32\Lib\site-packages\django\contrib\auth\middleware.py first seen with mtime 1559798489.3503761
Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir C:\Python36-32\classproject\locale with glob **/*.mo.
Watching dir C:\Python36-32\classproject\onlineapp\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\admin\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\auth\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\contenttypes\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\sessions\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\messages\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\django\contrib\staticfiles\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\debug_toolbar\locale with glob **/*.mo.
Watching dir C:\Python36-32\lib\site-packages\rest_framework\locale with glob **/*.mo.
